"","DestinationCity","OriginCity","AirlineStatus","Age","Gender","PriceSensitivity","YearOfFirstFlight","FLightsPerYear","Loyalty","TypeOfTravel","TotalFreqFlyAccount","ShoppingAmount","FoodExpenses","Class","FlightDate","PartnerCode","ScheduleDepHour","DepartureDelayInMin","ArrivalDelayInMin","FlightCancelled","FlightDuration","Distance","LikelihoodRecommendScore","OriginLong","OriginLat","DestLong","DestLat","DestinationState","OriginState"
"8422","San Juan","Hartford","Blue",68,"Female",2,2012,27,-0.5882,"Personal Travel",0,0,80,"Eco","2/20/14","B6",12,17,21,"No",197,1666,5,-72.6988,41.7401,-66.1162,18.2882,"PR","CT"
"8423","San Diego","Los Angeles","Blue",66,"Female",1,2011,4,0,"Business travel",0,70,150,"Eco","1/10/14","OO",9,21,15,"No",30,109,9,-118.1043,33.9827,-117.1288,32.9287,"CA","CA"
"8424","Minneapolis","Indianapolis","Blue",25,"Male",1,2011,6,0.2,"Business travel",1,0,10,"Business","1/3/14","EV",17,0,4,"No",103,503,6,-86.1455,39.8113,-93.2798,44.9782,"MN","IN"
"8425","Los Angeles","San Luis Obispo","Gold",30,"Female",1,2005,0,1,"Business travel",0,45,100,"Eco","2/5/14","OO",8,0,0,"No",35,156,10,-120.6655,35.2792,-118.1043,33.9827,"CA","CA"
"8426","Chicago","Des Moines","Blue",46,"Male",1,2005,18,-0.3333,"Business travel",0,0,85,"Eco","2/25/14","EV",11,0,0,"No",50,299,4,-93.6561,41.6194,-87.8954,41.8271,"IL","IA"
"8427","St. Louis","Phoenix","Blue",20,"Female",1,2009,0,1,"Mileage tickets",0,0,60,"Eco Plus","3/10/14","US",18,0,0,"No",152,1262,9,-111.97,33.4941,-90.3409,38.6307,"MO","AZ"
"8428","Sacramento","San Diego","Blue",44,"Male",2,2008,30,-0.6216,"Business travel",2,100,15,"Eco","2/19/14","WN",18,0,5,"No",76,480,9,-117.1288,32.9287,-121.3247,38.6386,"CA","CA"
"8429","New York","Boston","Blue",38,"Male",2,2011,44,-0.6,"Business travel",2,0,38,"Eco","1/27/14","US",16,0,0,"No",49,184,6,-71.1407,42.3731,-73.9702,40.7184,"NY","MA"
"8430","Atlanta","Philadelphia","Blue",51,"Female",1,2004,8,0,"Mileage tickets",2,0,30,"Eco","1/15/14","US",14,0,1,"No",123,666,9,-75.2984,39.9733,-84.3319,33.8241,"GA","PA"
"8431","Washington","New York","Blue",47,"Female",1,2009,35,-0.6667,"Personal Travel",1,0,75,"Eco Plus","1/6/14","MQ",8,64,64,"No",51,213,5,-73.9702,40.7184,-77.1897,38.8974,"DC","NY"
"8432","Las Vegas","Minneapolis","Blue",41,"Female",2,2007,11,-0.6923,"Business travel",2,10,90,"Eco","3/8/14","DL",9,109,74,"No",149,1299,10,-93.2798,44.9782,-115.1672,36.1349,"NV","MN"
"8433","Seattle","San Francisco","Blue",38,"Female",1,2004,0,1,"Business travel",7,0,0,"Eco","2/28/14","OO",14,76,56,"No",92,679,6,-122.1585,37.6712,-122.2747,47.4684,"WA","CA"
"8434","Detroit","Seattle","Blue",19,"Male",1,2012,25,-0.5625,"Personal Travel",1,0,70,"Eco","3/20/14","DL",11,0,0,"No",208,1927,8,-122.2747,47.4684,-83.2276,42.49,"MI","WA"
"8435","Chicago","Atlanta","Platinum",46,"Male",1,2005,2,0.7778,"Business travel",2,10,65,"Eco","2/2/14","DL",18,0,0,"No",82,591,4,-84.3319,33.8241,-87.8954,41.8271,"IL","GA"
"8436","Dallas","Houston","Blue",15,"Female",2,2003,17,-0.4167,"Business travel",3,0,30,"Eco","1/31/14","WN",6,0,0,"No",43,239,2,-95.3935,29.7843,-96.972,32.8127,"TX","TX"
"8437","Tampa","Charlotte","Blue",79,"Female",1,2006,33,-0.6923,"Personal Travel",0,0,180,"Eco","1/14/14","US",16,0,0,"No",81,507,6,-80.8158,35.2497,-82.5132,28.0062,"FL","NC"
"8438","Phoenix","Grand Junction","Blue",68,"Male",1,2006,32,-0.6842,"Personal Travel",0,0,225,"Eco","1/2/14","OO",12,0,0,"No",74,438,7,-108.5675,39.0891,-111.97,33.4941,"AZ","CO"
"8439","Albuquerque","Denver","Blue",34,"Male",1,2007,15,-0.875,"Business travel",2,0,30,"Business","2/4/14","WN",20,10,8,"No",52,349,9,-104.9551,39.7108,-106.6281,35.1434,"NM","CO"
"8440","St. Louis","Chicago","Blue",78,"Female",2,2010,20,-0.6,"Personal Travel",0,75,85,"Eco","2/25/14","AA",15,0,0,"No",45,258,8,-87.8954,41.8271,-90.3409,38.6307,"MO","IL"
"8441","Atlanta","Chicago","Blue",39,"Male",1,2003,17,0,"Business travel",1,0,60,"Eco","1/25/14","OU",19,0,0,"No",73,606,9,-87.8954,41.8271,-84.3319,33.8241,"GA","IL"
"8442","Denver","Salt Lake City","Blue",52,"Male",1,2004,22,-0.8333,"Business travel",0,0,30,"Eco","1/15/14","WN",16,2,0,"No",56,391,9,-111.9295,40.6408,-104.9551,39.7108,"CO","UT"
"8443","Cleveland","Washington","Blue",25,"Male",2,2004,15,-0.6667,"Business travel",0,0,60,"Eco","1/10/14","EV",12,152,142,"No",50,288,2,-77.1897,38.8974,-81.6054,41.4436,"OH","DC"
"8444","Denver","Tulsa","Platinum",30,"Male",2,2006,13,-0.7333,"Personal Travel",0,0,60,"Eco","3/7/14","WN",7,0,0,"No",76,541,7,-95.9013,36.1054,-104.9551,39.7108,"CO","OK"
"8445","Minneapolis","Los Angeles","Platinum",70,"Female",1,2006,36,-0.9459,"Personal Travel",0,0,70,"Business","2/28/14","DL",12,0,6,"No",174,1535,4,-118.1043,33.9827,-93.2798,44.9782,"MN","CA"
"8446","Denver","Seattle","Silver",58,"Female",1,2012,21,-0.75,"Personal Travel",0,50,0,"Eco","1/13/14","AS",14,0,0,"No",126,1024,6,-122.2747,47.4684,-104.9551,39.7108,"CO","WA"
"8447","Salt Lake City","San Francisco","Silver",59,"Male",1,2010,1,0,"Business travel",0,120,135,"Eco Plus","3/15/14","OO",15,1,0,"No",79,599,7,-122.1585,37.6712,-111.9295,40.6408,"UT","CA"
"8448","San Diego","Tucson","Blue",18,"Male",1,2003,12,-0.6,"Personal Travel",2,0,65,"Eco","2/25/14","WN",20,0,0,"No",62,368,4,-110.9461,32.2549,-117.1288,32.9287,"CA","AZ"
"8449","Charlotte","Miami","Blue",39,"Male",1,2011,15,-0.5,"Business travel",2,5,20,"Business","3/30/14","MQ",14,0,0,"No",103,650,9,-80.2314,26.1756,-80.8158,35.2497,"NC","FL"
"8450","Chicago","San Diego","Silver",35,"Male",3,2009,15,-0.6667,"Business travel",1,0,60,"Eco","3/2/14","OU",14,6,2,"No",200,1723,9,-117.1288,32.9287,-87.8954,41.8271,"IL","CA"
"8451","Kansas City","Houston","Blue",44,"Female",1,2004,36,-0.2,"Personal Travel",4,3,30,"Eco","2/13/14","EV",9,19,8,"No",100,643,1,-95.3935,29.7843,-94.5949,39.0398,"MO","TX"
"8452","Reno","Los Angeles","Blue",61,"Male",2,2010,14,-0.5556,"Personal Travel",0,0,30,"Eco","2/16/14","OO",8,0,5,"No",65,391,10,-118.1043,33.9827,-119.7959,39.5326,"NV","CA"
"8453","Phoenix","Baltimore","Gold",30,"Male",1,2004,11,-0.8333,"Business travel",0,431,55,"Eco","2/14/14","WN",16,63,43,"No",278,1999,9,-76.6478,39.2341,-111.97,33.4941,"AZ","MD"
"8454","New York","Detroit","Blue",39,"Male",2,2007,24,-0.6,"Mileage tickets",2,90,90,"Eco","3/5/14","MQ",6,0,0,"No",70,502,9,-83.2276,42.49,-73.9702,40.7184,"NY","MI"
"8455","Boston","Washington","Blue",30,"Female",1,2009,8,0.2381,"Business travel",2,19,140,"Eco Plus","1/25/14","B6",14,0,0,"No",61,399,9,-77.1897,38.8974,-71.1407,42.3731,"MA","DC"
"8456","Phoenix","Los Angeles","Silver",58,"Male",1,2003,9,0,"Business travel",0,12,90,"Eco Plus","1/27/14","OO",22,0,0,"No",52,370,10,-118.1043,33.9827,-111.97,33.4941,"AZ","CA"
"8457","Milwaukee","Atlanta","Blue",85,"Female",1,2010,56,-0.697,"Personal Travel",0,0,55,"Eco","1/29/14","FL",7,NA,NA,"Yes",0,669,7,-84.3319,33.8241,-88.1005,43.0557,"WI","GA"
"8458","New York","Miami","Blue",31,"Male",1,2003,5,0.6,"Business travel",4,30,35,"Eco","1/31/14","AA",15,0,0,"No",139,1096,10,-80.2314,26.1756,-73.9702,40.7184,"NY","FL"
"8459","Chicago","New York","Blue",56,"Female",1,2011,20,-0.4815,"Business travel",1,90,50,"Eco","2/19/14","AA",17,0,0,"No",125,740,9,-73.9702,40.7184,-87.8954,41.8271,"IL","NY"
"8460","Fayetteville","Los Angeles","Blue",80,"Female",1,2008,16,-0.2308,"Personal Travel",0,0,50,"Eco","3/31/14","MQ",12,0,0,"No",143,1371,7,-118.1043,33.9827,-94.1798,36.2674,"AR","CA"
"8461","Salt Lake City","Los Angeles","Blue",23,"Male",2,2004,17,-0.619,"Personal Travel",1,0,10,"Eco","1/10/14","OO",19,17,28,"No",93,590,3,-118.1043,33.9827,-111.9295,40.6408,"UT","CA"
"8462","Chicago","Milwaukee","Silver",32,"Male",1,2009,16,0.5,"Business travel",1,0,25,"Eco","3/29/14","OO",13,0,0,"No",23,67,9,-88.1005,43.0557,-87.8954,41.8271,"IL","WI"
"8463","Los Angeles","San Francisco","Blue",55,"Female",2,2011,22,-0.913,"Personal Travel",0,0,255,"Eco","1/20/14","VX",19,0,0,"No",54,337,6,-122.1585,37.6712,-118.1043,33.9827,"CA","CA"
"8464","Rochester","Washington","Blue",23,"Female",2,2003,8,-0.7778,"Business travel",1,0,0,"Eco","2/27/14","EV",12,63,65,"No",56,288,5,-77.1897,38.8974,-77.5682,43.1376,"NY","DC"
"8465","Los Angeles","Chicago","Blue",85,"Female",2,2012,8,-0.0667,"Personal Travel",0,75,120,"Eco Plus","3/7/14","OU",8,12,6,"No",236,1744,3,-87.8954,41.8271,-118.1043,33.9827,"CA","IL"
"8466","Grand Junction","Phoenix","Silver",53,"Male",1,2004,25,-0.4286,"Business travel",0,30,90,"Eco","1/11/14","OO",19,0,0,"No",59,438,7,-111.97,33.4941,-108.5675,39.0891,"CO","AZ"
"8467","Denver","San Diego","Blue",30,"Female",2,2006,14,-0.1667,"Business travel",2,200,30,"Eco","2/15/14","WN",6,1,0,"No",109,853,9,-117.1288,32.9287,-104.9551,39.7108,"CO","CA"
"8468","Denver","Orlando","Blue",63,"Male",1,2010,15,-0.6667,"Business travel",0,0,90,"Eco","1/1/14","WN",18,75,79,"No",223,1546,10,-81.4112,28.5844,-104.9551,39.7108,"CO","FL"
"8469","Atlanta","Chicago","Blue",60,"Female",2,2008,12,-0.3333,"Business travel",0,0,200,"Eco","3/16/14","DL",7,0,6,"No",92,591,9,-87.8954,41.8271,-84.3319,33.8241,"GA","IL"
"8470","Boston","Washington","Blue",44,"Female",1,2003,12,-0.2632,"Business travel",1,10,70,"Eco","3/4/14","US",13,20,10,"No",54,399,10,-77.1897,38.8974,-71.1407,42.3731,"MA","DC"
"8471","Philadelphia","Atlanta","Blue",34,"Male",2,2006,22,-0.2571,"Business travel",1,10,45,"Eco","3/12/14","DL",9,45,39,"No",82,666,9,-84.3319,33.8241,-75.2984,39.9733,"PA","GA"
"8472","Chicago","Dayton","Platinum",40,"Female",2,2004,4,0.6667,"Business travel",1,0,25,"Eco","1/25/14","EV",15,0,10,"No",50,240,3,-84.1671,39.7549,-87.8954,41.8271,"IL","OH"
"8473","Denver","Minneapolis","Gold",34,"Female",1,2011,14,-0.6471,"Business travel",0,0,60,"Eco Plus","3/2/14","F9",14,12,27,"No",110,680,10,-93.2798,44.9782,-104.9551,39.7108,"CO","MN"
"8474","St. Louis","Minneapolis","Blue",27,"Female",1,2004,10,0.4118,"Mileage tickets",3,10,50,"Eco","1/5/14","WN",19,151,25,"No",66,448,9,-93.2798,44.9782,-90.3409,38.6307,"MO","MN"
"8475","Miami","New York","Blue",75,"Female",1,2006,44,-0.76,"Business travel",0,0,65,"Eco","2/1/14","AA",5,0,0,"No",159,1089,7,-73.9702,40.7184,-80.2314,26.1756,"FL","NY"
"8476","New York","Columbus","Blue",67,"Female",1,2009,18,-0.5652,"Personal Travel",0,0,90,"Eco","1/9/14","MQ",15,0,0,"No",71,479,8,-82.9685,40.0212,-73.9702,40.7184,"NY","OH"
"8477","Atlanta","Orlando","Blue",48,"Female",0,2010,3,0.1429,"Business travel",3,137,180,"Eco","1/26/14","DL",9,0,0,"No",59,404,8,-81.4112,28.5844,-84.3319,33.8241,"GA","FL"
"8478","Fargo","Denver","Silver",40,"Male",2,2010,10,-0.1765,"Mileage tickets",0,10,30,"Eco","1/23/14","OO",19,10,17,"No",89,627,9,-104.9551,39.7108,-96.8207,46.8625,"ND","CO"
"8479","Denver","New Orleans","Blue",58,"Female",1,2012,5,0.1667,"Business travel",0,90,60,"Business","1/4/14","F9",14,160,164,"No",151,1062,9,-90.1437,29.9547,-104.9551,39.7108,"CO","LA"
"8480","Aspen","Atlanta","Blue",45,"Male",1,2004,51,-0.7895,"Business travel",3,0,150,"Eco","3/3/14","OO",10,0,0,"No",199,1304,9,-84.3319,33.8241,-106.8403,39.1993,"CO","GA"
"8481","Chicago","Las Vegas","Gold",66,"Male",1,2003,28,-0.8667,"Business travel",0,0,150,"Eco","2/9/14","OU",15,14,3,"No",171,1514,10,-115.1672,36.1349,-87.8954,41.8271,"IL","NV"
"8482","Houston","Richmond","Blue",66,"Male",1,2010,21,-0.3548,"Personal Travel",0,180,75,"Eco","3/14/14","EV",14,0,0,"No",184,1157,2,-77.488,37.4779,-95.3935,29.7843,"TX","VA"
"8483","Minneapolis","Spokane","Gold",65,"Female",2,2012,21,-0.75,"Business travel",0,60,105,"Eco","3/13/14","DL",6,0,0,"No",130,1175,10,-117.3523,47.6804,-93.2798,44.9782,"MN","WA"
"8484","Portland","Salt Lake City","Blue",37,"Female",2,2007,11,0,"Mileage tickets",2,0,60,"Eco","2/11/14","DL",8,0,0,"No",112,630,9,-111.9295,40.6408,-122.6511,45.5204,"OR","UT"
"8485","Orlando","Manchester","Blue",40,"Male",1,2003,9,-0.0588,"Business travel",2,23,40,"Eco","3/25/14","WN",6,0,0,"No",179,1142,10,-71.4797,42.991,-81.4112,28.5844,"FL","NH"
"8486","New York","Chicago","Silver",62,"Female",1,2005,11,-0.2222,"Business travel",0,65,35,"Eco","1/12/14","AA",13,4,0,"No",91,733,8,-87.8954,41.8271,-73.9702,40.7184,"NY","IL"
"8487","Baltimore","St. Louis","Silver",37,"Female",1,2009,10,0.4595,"Business travel",2,90,70,"Eco","1/15/14","WN",8,0,0,"No",97,738,9,-90.3409,38.6307,-76.6478,39.2341,"MD","MO"
"8488","St. Louis","New York","Silver",58,"Male",1,2004,47,-0.6491,"Business travel",0,20,45,"Eco","2/23/14","MQ",18,6,0,"No",139,888,6,-73.9702,40.7184,-90.3409,38.6307,"MO","NY"
"8489","Boston","Houston","Blue",40,"Male",1,2005,42,-0.6471,"Business travel",3,45,60,"Eco","2/11/14","WN",17,0,0,"No",179,1609,8,-95.3935,29.7843,-71.1407,42.3731,"MA","TX"
"8490","Fayetteville","Houston","Blue",20,"Female",2,2009,14,-0.2174,"Business travel",1,0,60,"Eco","1/26/14","EV",10,0,0,"No",69,438,4,-95.3935,29.7843,-94.1798,36.2674,"AR","TX"
"8491","Las Vegas","Los Angeles","Gold",27,"Female",1,2006,5,0.7436,"Mileage tickets",1,0,140,"Eco","1/24/14","DL",12,0,0,"No",39,236,9,-118.1043,33.9827,-115.1672,36.1349,"NV","CA"
"8492","Salt Lake City","Las Vegas","Silver",34,"Male",2,2003,20,-0.5385,"Business travel",2,5,20,"Eco","1/24/14","OO",6,0,0,"No",56,368,9,-115.1672,36.1349,-111.9295,40.6408,"UT","NV"
"8493","Minneapolis","Orlando","Blue",40,"Male",1,2012,14,-0.6471,"Business travel",0,0,70,"Eco","1/4/14","DL",7,0,0,"No",169,1310,9,-81.4112,28.5844,-93.2798,44.9782,"MN","FL"
"8494","Worcester","Orlando","Gold",36,"Female",1,2003,4,0.3846,"Personal Travel",0,0,120,"Eco Plus","3/26/14","B6",13,0,0,"No",143,1091,8,-81.4112,28.5844,-71.7098,42.4196,"MA","FL"
"8495","Bemidji","Minneapolis","Silver",48,"Male",2,2007,6,-0.3333,"Business travel",0,0,60,"Eco","2/1/14","OO",20,5,0,"No",33,199,9,-93.2798,44.9782,-94.8835,47.4801,"MN","MN"
"8496","Phoenix","Tucson","Blue",20,"Female",3,2012,19,-0.3571,"Business travel",1,30,60,"Eco","3/1/14","OO",14,0,7,"No",33,110,7,-110.9461,32.2549,-111.97,33.4941,"AZ","AZ"
"8497","Seattle","Los Angeles","Blue",16,"Female",1,2005,26,-0.625,"Personal Travel",1,10,90,"Eco","3/17/14","AS",20,0,0,"No",146,954,8,-118.1043,33.9827,-122.2747,47.4684,"WA","CA"
"8498","Phoenix","Denver","Blue",33,"Female",2,2007,8,0.5,"Personal Travel",2,0,105,"Eco","3/31/14","US",12,0,0,"No",92,602,8,-104.9551,39.7108,-111.97,33.4941,"AZ","CO"
"8499","Chicago","New York","Blue",28,"Female",2,2008,8,0.4839,"Personal Travel",2,0,90,"Eco","1/9/14","OU",9,0,23,"No",124,733,8,-73.9702,40.7184,-87.8954,41.8271,"IL","NY"
"8500","San Juan","Miami","Silver",43,"Female",1,2008,5,0.5,"Personal Travel",2,15,90,"Eco","2/2/14","AA",13,0,0,"No",123,1045,10,-80.2314,26.1756,-66.1162,18.2882,"PR","FL"
"8501","Fresno","Denver","Blue",74,"Male",2,2012,37,-0.6087,"Personal Travel",0,0,30,"Eco","3/7/14","OO",21,77,67,"No",113,844,2,-104.9551,39.7108,-119.7611,36.7878,"CA","CO"
"8502","Cleveland","Chicago","Silver",45,"Female",2,2008,15,0.3182,"Business travel",2,0,20,"Eco","2/3/14","EV",21,0,0,"No",51,315,7,-87.8954,41.8271,-81.6054,41.4436,"OH","IL"
"8503","Las Vegas","Los Angeles","Blue",26,"Male",1,2009,10,-0.25,"Business travel",0,0,20,"Eco","3/15/14","AA",11,0,0,"No",41,236,8,-118.1043,33.9827,-115.1672,36.1349,"NV","CA"
"8504","San Francisco","Las Vegas","Blue",61,"Male",1,2008,38,-0.6522,"Business travel",0,0,110,"Eco","3/20/14","VX",13,0,0,"No",65,414,10,-115.1672,36.1349,-122.1585,37.6712,"CA","NV"
"8505","Tampa","Boston","Blue",55,"Female",1,2006,13,-0.8571,"Business travel",0,45,95,"Eco","2/7/14","B6",16,0,19,"No",208,1185,10,-71.1407,42.3731,-82.5132,28.0062,"FL","MA"
"8506","Chicago","Pittsburgh","Blue",56,"Male",1,2003,16,-0.3913,"Business travel",0,20,30,"Eco","2/28/14","WN",17,0,0,"No",69,402,9,-79.951,40.457,-87.8954,41.8271,"IL","PA"
"8507","Denver","Oklahoma City","Blue",59,"Male",2,2008,20,-0.3793,"Business travel",1,0,65,"Eco","3/21/14","WN",7,0,0,"No",80,495,5,-97.5243,35.5048,-104.9551,39.7108,"CO","OK"
"8508","Springfield","Atlanta","Blue",29,"Female",1,2012,14,0.0968,"Business travel",1,40,40,"Eco","1/1/14","EV",19,2,0,"No",91,563,6,-84.3319,33.8241,-93.2871,37.1489,"MO","GA"
"8509","Albuquerque","Phoenix","Silver",46,"Female",1,2006,21,-0.2727,"Business travel",2,0,120,"Eco","2/9/14","OO",19,0,0,"No",46,328,9,-111.97,33.4941,-106.6281,35.1434,"NM","AZ"
"8510","San Diego","Seattle","Blue",62,"Male",1,2003,22,-0.6296,"Personal Travel",0,30,90,"Eco","2/17/14","AS",9,0,0,"No",132,1050,8,-122.2747,47.4684,-117.1288,32.9287,"CA","WA"
"8511","Tulsa","Houston","Blue",22,"Female",1,2003,24,-0.4545,"Personal Travel",1,125,40,"Eco","1/22/14","WN",7,0,13,"No",75,453,2,-95.3935,29.7843,-95.9013,36.1054,"OK","TX"
"8512","Houston","Dallas","Blue",20,"Female",1,2010,0,1,"Business travel",2,30,120,"Eco","3/17/14","WN",18,1,0,"No",41,239,6,-96.972,32.8127,-95.3935,29.7843,"TX","TX"
"8513","Tulsa","Las Vegas","Blue",24,"Female",1,2003,4,0.4286,"Personal Travel",2,0,20,"Eco","2/1/14","WN",14,9,0,"No",129,1076,9,-115.1672,36.1349,-95.9013,36.1054,"OK","NV"
"8514","Houston","Washington","Blue",43,"Male",1,2004,13,0.2121,"Business travel",1,0,5,"Eco","3/7/14","EV",14,0,0,"No",173,1190,7,-77.1897,38.8974,-95.3935,29.7843,"TX","DC"
"8515","Chicago","Buffalo","Blue",80,"Female",2,2011,28,-0.75,"Business travel",0,0,100,"Eco","2/27/14","MQ",6,0,1,"No",81,473,8,-78.8237,42.9249,-87.8954,41.8271,"IL","NY"
"8516","Salt Lake City","Colorado Springs","Blue",43,"Male",1,2007,18,-0.6364,"Mileage tickets",1,0,20,"Eco","3/6/14","OO",8,0,0,"No",75,411,6,-104.7706,38.873,-111.9295,40.6408,"UT","CO"
"8517","Houston","Chicago","Gold",50,"Female",0,2004,0,1,"Business travel",0,0,0,"Eco","2/4/14","OU",7,0,6,"No",157,925,8,-87.8954,41.8271,-95.3935,29.7843,"TX","IL"
"8518","Denver","Omaha","Blue",51,"Male",2,2012,35,-0.8919,"Business travel",1,0,105,"Eco","1/29/14","WN",15,18,12,"No",76,472,10,-96.0346,41.2349,-104.9551,39.7108,"CO","NE"
"8519","Hartford","Chicago","Blue",16,"Female",2,2004,9,-0.5,"Mileage tickets",1,0,10,"Eco","2/6/14","WN",20,28,7,"No",90,777,7,-87.8954,41.8271,-72.6988,41.7401,"CT","IL"
"8520","Albany","Chicago","Platinum",38,"Female",1,2008,9,0.5135,"Mileage tickets",1,60,28,"Business","1/20/14","OU",13,0,0,"No",82,723,10,-87.8954,41.8271,-73.7994,42.7439,"NY","IL"
"8521","St. Louis","New York","Blue",77,"Female",1,2007,41,-0.8222,"Personal Travel",0,0,80,"Eco","1/27/14","MQ",18,0,48,"No",155,888,4,-73.9702,40.7184,-90.3409,38.6307,"MO","NY"
"8522","Atlanta","Charleston","Blue",65,"Male",0,2004,69,-0.7692,"Personal Travel",0,0,40,"Eco","1/7/14","DL",14,148,144,"No",46,259,4,-80.0155,32.9023,-84.3319,33.8241,"GA","SC"
"8523","Chicago","Phoenix","Blue",62,"Female",1,2005,9,-0.3846,"Personal Travel",0,40,130,"Business","2/24/14","AA",14,0,0,"No",174,1440,10,-111.97,33.4941,-87.8954,41.8271,"IL","AZ"
"8524","Chicago","Milwaukee","Blue",52,"Female",1,2009,38,-0.2881,"Mileage tickets",1,10,60,"Eco","3/31/14","OO",13,0,0,"No",19,67,7,-88.1005,43.0557,-87.8954,41.8271,"IL","WI"
"8525","Boston","Chicago","Blue",22,"Female",3,2008,15,-0.5789,"Personal Travel",2,45,120,"Eco","1/17/14","WN",7,0,0,"No",106,861,4,-87.8954,41.8271,-71.1407,42.3731,"MA","IL"
"8526","Los Angeles","Baltimore","Gold",47,"Male",1,2007,4,0,"Business travel",0,0,45,"Eco","2/2/14","WN",10,18,34,"No",346,2329,4,-76.6478,39.2341,-118.1043,33.9827,"CA","MD"
"8527","Houston","Corpus Christi","Blue",16,"Male",0,2006,36,-0.8462,"Mileage tickets",1,0,77,"Eco","2/19/14","WN",6,0,0,"No",33,187,6,-97.4126,27.7453,-95.3935,29.7843,"TX","TX"
"8528","El Paso","Dallas","Blue",28,"Female",1,2009,39,-0.625,"Business travel",1,195,20,"Eco","1/13/14","WN",15,12,0,"No",77,562,5,-96.972,32.8127,-106.389,31.7802,"TX","TX"
"8529","Atlanta","Peoria","Platinum",40,"Female",1,2006,18,-0.2,"Business travel",1,10,50,"Eco","3/12/14","EV",6,0,23,"No",88,565,6,-89.5853,40.7018,-84.3319,33.8241,"GA","IL"
"8530","Chicago","Harrisburg","Gold",66,"Female",1,2011,15,-0.2,"Business travel",0,60,15,"Business","3/20/14","OU",16,0,0,"No",93,594,8,-76.8662,40.2456,-87.8954,41.8271,"IL","PA"
"8531","Denver","Los Angeles","Blue",39,"Female",1,2011,15,-0.4286,"Business travel",1,180,170,"Eco","3/18/14","MQ",21,88,79,"No",104,862,7,-118.1043,33.9827,-104.9551,39.7108,"CO","CA"
"8532","San Juan","Philadelphia","Blue",36,"Female",1,2003,18,-0.2,"Business travel",2,0,60,"Eco Plus","3/26/14","US",9,0,18,"No",190,1576,9,-75.2984,39.9733,-66.1162,18.2882,"PR","PA"
"8533","Washington","Detroit","Gold",29,"Female",1,2011,10,-0.0526,"Business travel",0,0,40,"Eco Plus","1/8/14","DL",15,0,0,"No",62,405,7,-83.2276,42.49,-77.1897,38.8974,"DC","MI"
"8534","Atlanta","Las Vegas","Blue",31,"Female",1,2011,23,0.1786,"Business travel",2,0,15,"Eco","2/4/14","FL",23,71,45,"No",185,1747,8,-115.1672,36.1349,-84.3319,33.8241,"GA","NV"
"8535","Las Vegas","Phoenix","Blue",39,"Female",1,2003,6,-0.3333,"Business travel",0,15,30,"Eco","1/2/14","WN",17,93,85,"No",42,255,10,-111.97,33.4941,-115.1672,36.1349,"NV","AZ"
"8536","New York","Chicago","Blue",55,"Male",2,2012,27,-0.5429,"Business travel",0,0,90,"Eco","2/11/14","AA",7,23,8,"No",90,733,10,-87.8954,41.8271,-73.9702,40.7184,"NY","IL"
"8537","Houston","Chicago","Silver",48,"Female",1,2004,32,-0.8286,"Personal Travel",3,0,60,"Eco","2/3/14","OU",18,0,0,"No",152,925,7,-87.8954,41.8271,-95.3935,29.7843,"TX","IL"
"8538","Tampa","Charlotte","Blue",35,"Male",0,2011,24,-0.4545,"Business travel",2,60,67,"Eco Plus","3/28/14","US",7,2,0,"No",74,507,8,-80.8158,35.2497,-82.5132,28.0062,"FL","NC"
"8539","Houston","Dallas","Platinum",51,"Female",1,2003,0,1,"Business travel",1,65,45,"Eco Plus","2/10/14","WN",9,4,0,"No",45,239,5,-96.972,32.8127,-95.3935,29.7843,"TX","TX"
"8540","Flint","Orlando","Gold",49,"Male",1,2011,12,-0.1429,"Business travel",2,0,55,"Eco","3/10/14","WN",11,6,6,"No",148,1011,4,-81.4112,28.5844,-83.6947,42.9888,"MI","FL"
"8541","Denver","Spokane","Gold",49,"Female",1,2005,20,-0.9048,"Business travel",0,20,110,"Eco","1/3/14","F9",6,0,0,"No",101,836,10,-117.3523,47.6804,-104.9551,39.7108,"CO","WA"
"8542","Kahului","Portland","Blue",31,"Male",1,2007,8,0.2381,"Business travel",4,60,90,"Eco","3/20/14","AS",18,0,0,"No",352,2562,10,-122.6511,45.5204,-156.4779,20.8864,"HI","OR"
"8543","Denver","Kansas City","Blue",18,"Female",3,2009,5,0.3333,"Personal Travel",1,0,40,"Eco Plus","1/9/14","F9",8,0,0,"No",82,533,7,-94.5949,39.0398,-104.9551,39.7108,"CO","MO"
"8544","Chicago","Los Angeles","Blue",49,"Female",2,2011,6,0.25,"Business travel",0,0,80,"Eco","1/22/14","AA",8,0,0,"No",204,1744,10,-118.1043,33.9827,-87.8954,41.8271,"IL","CA"
"8545","Chicago","Los Angeles","Silver",69,"Female",1,2003,28,-0.5556,"Personal Travel",0,30,135,"Eco","3/30/14","VX",17,1,0,"No",197,1744,8,-118.1043,33.9827,-87.8954,41.8271,"IL","CA"
"8546","Houston","Phoenix","Blue",43,"Female",2,2003,21,-0.0244,"Mileage tickets",4,35,40,"Eco","1/19/14","OU",8,0,0,"No",119,1009,8,-111.97,33.4941,-95.3935,29.7843,"TX","AZ"
