,DestinationCity,OriginCity,AirlineStatus,Age,Gender,PriceSensitivity,YearOfFirstFlight,FLightsPerYear,Loyalty,TypeOfTravel,TotalFreqFlyAccount,ShoppingAmount,FoodExpenses,Class,FlightDate,PartnerCode,ScheduleDepHour,DepartureDelayInMin,ArrivalDelayInMin,FlightCancelled,FlightDuration,Distance,LikelihoodRecommendScore,OriginLong,OriginLat,DestLong,DestLat,DestinationState,OriginState,AgeGroup
2921,Atlanta,New York,Blue,18,Male,2,2003,6,-0.0909,Business travel,0,10,265,Eco,1/13/2014,DL,6,0,0,No,119,762,6,-73.9702,40.7184,-84.3319,33.8241,GA,NY,18-36
2924,Washington,Detroit,Silver,24,Female,1,2004,0,1,Business travel,0,0,95,Eco,3/7/2014,DL,21,19,20,No,63,405,10,-83.2276,42.49,-77.1897,38.8974,DC,MI,18-36
2927,Atlanta,Chicago,Blue,20,Female,2,2006,8,-0.6,Business travel,1,120,10,Eco Plus,3/9/2014,DL,10,0,0,No,80,591,7,-87.8954,41.8271,-84.3319,33.8241,GA,IL,18-36
2935,Los Angeles,Atlanta,Blue,27,Male,1,2007,21,0.0667,Business travel,2,30,120,Eco,2/28/2014,DL,8,0,10,No,285,1947,7,-84.3319,33.8241,-118.1043,33.9827,CA,GA,18-36
2943,Charlotte,New Orleans,Silver,29,Female,2,2011,25,-0.3514,Mileage tickets,5,0,3,Eco,1/31/2014,US,11,0,0,No,87,651,8,-90.1437,29.9547,-80.8158,35.2497,NC,LA,18-36
2950,Charlotte,Hartford,Blue,25,Female,1,2003,16,-0.1429,Business travel,2,0,30,Eco,3/30/2014,US,17,0,0,No,93,644,9,-72.6988,41.7401,-80.8158,35.2497,NC,CT,18-36
2951,Washington,Denver,Silver,24,Female,1,2011,73,-0.8718,Business travel,0,0,30,Eco,1/22/2014,OU,10,0,0,No,169,1452,9,-104.9551,39.7108,-77.1897,38.8974,DC,CO,18-36
2981,Chicago,Muskegon,Platinum,33,Female,1,2012,12,-0.0909,Business travel,0,0,30,Eco,2/7/2014,OO,19,26,25,No,29,118,9,-86.213,43.1656,-87.8954,41.8271,IL,MI,18-36
2989,Philadelphia,Atlanta,Blue,35,Male,1,2011,9,0.5814,Business travel,3,0,45,Eco,2/11/2014,DL,9,0,0,No,88,666,9,-84.3319,33.8241,-75.2984,39.9733,PA,GA,18-36
2997,Houston,Orlando,Silver,35,Female,2,2011,24,-0.92,Business travel,0,0,30,Eco,1/21/2014,OU,11,12,21,No,148,854,8,-81.4112,28.5844,-95.3935,29.7843,TX,FL,18-36
3002,Birmingham,Atlanta,Blue,21,Male,0,2004,85,-0.8681,Personal Travel,0,0,5,Eco,3/20/2014,DL,18,15,6,No,27,134,3,-84.3319,33.8241,-86.792,33.4691,AL,GA,18-36
3004,Klamath Falls,Portland,Blue,18,Male,1,2009,31,-0.8788,Personal Travel,2,0,80,Eco,1/21/2014,OO,22,0,0,No,49,241,4,-122.6511,45.5204,-121.7563,42.2076,OR,OR,18-36
3011,Denver,Tulsa,Blue,32,Female,2,2009,6,0.2941,Personal Travel,1,0,75,Eco,2/28/2014,OO,6,0,0,No,88,541,4,-95.9013,36.1054,-104.9551,39.7108,CO,OK,18-36
3015,Miami,Indianapolis,Blue,29,Female,1,2007,0,1,Business travel,1,10,65,Eco,1/29/2014,MQ,18,0,4,No,164,1020,10,-86.1455,39.8113,-80.2314,26.1756,FL,IN,18-36
3018,San Francisco,Minneapolis,Silver,32,Female,2,2004,10,-0.25,Business travel,0,410,85,Eco,3/23/2014,DL,11,0,0,No,221,1589,8,-93.2798,44.9782,-122.1585,37.6712,CA,MN,18-36
3019,Charlotte,Boston,Silver,31,Female,2,2011,17,-0.5455,Business travel,0,98,17,Eco,1/12/2014,US,19,0,0,No,103,728,9,-71.1407,42.3731,-80.8158,35.2497,NC,MA,18-36
3024,Baltimore,Cleveland,Silver,34,Female,1,2003,16,-0.1429,Personal Travel,2,0,75,Eco,2/26/2014,EV,7,1,23,No,59,314,6,-81.6054,41.4436,-76.6478,39.2341,MD,OH,18-36
3026,San Francisco,Seattle,Blue,22,Male,2,2008,13,-0.7333,Personal Travel,0,0,60,Eco,1/23/2014,OU,13,0,0,No,91,679,4,-122.2747,47.4684,-122.1585,37.6712,CA,WA,18-36
3027,New York,New Orleans,Blue,26,Female,1,2003,12,-0.0909,Business travel,1,15,70,Eco Plus,1/9/2014,B6,10,31,20,No,135,1182,9,-90.1437,29.9547,-73.9702,40.7184,NY,LA,18-36
3038,Phoenix,Seattle,Blue,25,Female,1,2008,3,0.1429,Business travel,0,0,60,Eco,3/23/2014,US,20,0,0,No,137,1107,9,-122.2747,47.4684,-111.97,33.4941,AZ,WA,18-36
3041,Cleveland,Chicago,Blue,34,Female,1,2004,17,-0.0625,Personal Travel,3,0,10,Eco,1/19/2014,OU,8,108,103,No,47,315,3,-87.8954,41.8271,-81.6054,41.4436,OH,IL,18-36
3045,Orlando,Washington,Blue,19,Female,2,2005,21,-0.3548,Business travel,0,145,15,Business,3/6/2014,US,8,0,22,No,129,759,7,-77.1897,38.8974,-81.4112,28.5844,FL,DC,18-36
3047,Minneapolis,Minot,Blue,20,Female,2,2008,17,-0.8889,Personal Travel,1,261,0,Eco Plus,2/22/2014,DL,8,67,45,No,61,449,3,-101.2876,48.2338,-93.2798,44.9782,MN,ND,18-36
3048,Baltimore,Hartford,Blue,23,Female,1,2009,64,-0.9692,Business travel,3,1,35,Eco,2/19/2014,WN,18,19,35,No,56,283,7,-72.6988,41.7401,-76.6478,39.2341,MD,CT,18-36
3049,Mobile,Atlanta,Silver,35,Female,1,2010,31,-0.1923,Business travel,2,55,45,Business,2/8/2014,EV,10,0,0,No,52,302,7,-84.3319,33.8241,-88.1635,30.6674,AL,GA,18-36
3059,Oklahoma City,Houston,Blue,22,Female,2,2009,27,-0.8621,Mileage tickets,0,60,15,Eco,1/16/2014,EV,17,8,10,No,63,395,2,-95.3935,29.7843,-97.5243,35.5048,OK,TX,18-36
3062,Portland,Los Angeles,Silver,35,Female,1,2008,16,-0.28,Business travel,2,5,75,Eco,1/17/2014,AS,12,0,0,No,122,834,10,-118.1043,33.9827,-122.6511,45.5204,OR,CA,18-36
3064,San Diego,San Jose,Silver,23,Female,1,2012,22,-0.6923,Business travel,0,0,80,Eco,2/10/2014,WN,18,7,0,No,56,417,7,-121.9451,37.3298,-117.1288,32.9287,CA,CA,18-36
3067,Tucson,Salt Lake City,Blue,18,Male,2,2010,12,-0.5,Business travel,1,47,15,Eco,2/22/2014,OO,9,0,0,No,89,601,8,-111.9295,40.6408,-110.9461,32.2549,AZ,UT,18-36
3069,Atlanta,Indianapolis,Blue,30,Female,2,2004,17,-0.0625,Business travel,7,0,0,Eco,3/29/2014,FL,17,56,73,No,69,432,6,-86.1455,39.8113,-84.3319,33.8241,GA,IN,18-36
3071,Baltimore,Birmingham,Silver,33,Female,1,2006,5,0.6429,Business travel,1,10,30,Eco,1/31/2014,WN,9,9,0,No,91,682,9,-86.792,33.4691,-76.6478,39.2341,MD,AL,18-36
3073,Reno,Los Angeles,Blue,18,Male,1,2010,18,-0.8,Business travel,0,4,15,Eco,1/22/2014,OO,12,0,0,No,64,391,8,-118.1043,33.9827,-119.7959,39.5326,NV,CA,18-36
3074,Philadelphia,Minneapolis,Blue,27,Male,2,2006,31,-0.9375,Business travel,1,0,30,Eco,1/19/2014,US,7,0,0,No,116,980,9,-93.2798,44.9782,-75.2984,39.9733,PA,MN,18-36
3075,Atlanta,Wichita,Silver,35,Female,1,2004,19,-0.1176,Business travel,1,105,70,Business,1/1/2014,EV,15,0,0,No,91,782,8,-97.3273,37.6797,-84.3319,33.8241,GA,KS,18-36
3078,Detroit,New York,Silver,23,Female,2,2011,2,0.6667,Business travel,0,1,195,Eco,3/26/2014,MQ,16,0,0,No,92,502,8,-73.9702,40.7184,-83.2276,42.49,MI,NY,18-36
3082,Dallas,El Paso,Blue,21,Female,0,2012,5,-0.1111,Personal Travel,0,0,150,Eco,2/6/2014,WN,7,0,0,No,74,562,6,-106.389,31.7802,-96.972,32.8127,TX,TX,18-36
3085,Miami,Philadelphia,Blue,23,Female,1,2005,52,-0.8909,Personal Travel,1,2,15,Eco,1/27/2014,US,7,0,8,No,143,1013,3,-75.2984,39.9733,-80.2314,26.1756,FL,PA,18-36
3087,Salt Lake City,Houston,Silver,32,Female,1,2003,18,-0.1613,Business travel,1,75,60,Eco,3/25/2014,EV,14,0,0,No,175,1195,6,-95.3935,29.7843,-111.9295,40.6408,UT,TX,18-36
3090,Pensacola,Houston,Blue,34,Female,2,2009,17,-0.619,Business travel,2,0,120,Eco,2/25/2014,WN,16,0,0,No,64,488,7,-95.3935,29.7843,-87.2534,30.4853,FL,TX,18-36
3092,Chicago,Los Angeles,Blue,34,Female,2,2008,19,0.3091,Business travel,6,0,30,Eco,3/16/2014,OU,22,18,0,No,201,1744,8,-118.1043,33.9827,-87.8954,41.8271,IL,CA,18-36
3093,Chicago,Houston,Blue,31,Female,1,2011,20,0,Personal Travel,3,90,90,Eco,1/1/2014,OU,14,NA,NA,Yes,0,925,6,-95.3935,29.7843,-87.8954,41.8271,IL,TX,18-36
3097,Dallas,El Paso,Blue,31,Female,1,2005,9,0.4375,Business travel,4,0,80,Eco,3/19/2014,WN,10,0,0,No,70,562,8,-106.389,31.7802,-96.972,32.8127,TX,TX,18-36
3100,New York,Miami,Blue,33,Female,1,2008,0,1,Business travel,5,20,20,Eco,1/9/2014,DL,19,2,0,No,135,1096,9,-80.2314,26.1756,-73.9702,40.7184,NY,FL,18-36
3102,Fayetteville,Atlanta,Gold,29,Female,1,2010,0,1,Personal Travel,2,0,0,Eco,2/3/2014,EV,22,0,0,No,87,589,5,-84.3319,33.8241,-94.1798,36.2674,AR,GA,18-36
3104,New York,Los Angeles,Blue,32,Male,1,2011,12,-0.3333,Personal Travel,0,10,10,Eco Plus,3/6/2014,AA,15,0,0,No,300,2475,3,-118.1043,33.9827,-73.9702,40.7184,NY,CA,18-36
3105,Charlotte,Atlanta,Blue,30,Female,1,2005,15,-0.2,Business travel,2,0,75,Eco,2/27/2014,DL,17,3,0,No,40,226,10,-84.3319,33.8241,-80.8158,35.2497,NC,GA,18-36
3117,Oklahoma City,Houston,Blue,32,Female,1,2003,29,-0.381,Personal Travel,2,55,15,Eco,3/7/2014,WN,15,22,22,No,67,419,1,-95.3935,29.7843,-97.5243,35.5048,OK,TX,18-36
3118,Atlanta,Washington,Blue,34,Male,1,2003,22,0.1373,Business travel,3,0,70,Eco,2/28/2014,DL,18,0,0,No,83,534,9,-77.1897,38.8974,-84.3319,33.8241,GA,DC,18-36
3122,Chicago,Des Moines,Blue,19,Female,2,2011,28,-0.6471,Mileage tickets,0,20,10,Eco,1/13/2014,MQ,15,0,0,No,47,299,7,-93.6561,41.6194,-87.8954,41.8271,IL,IA,18-36
3123,Denver,Little Rock,Silver,27,Male,2,2009,25,-0.7241,Business travel,0,0,60,Eco,1/9/2014,OO,9,83,76,No,119,771,9,-92.3212,34.7566,-104.9551,39.7108,CO,AR,18-36
3127,San Jose,Phoenix,Gold,32,Female,1,2003,13,-0.5294,Business travel,0,0,45,Eco,3/1/2014,US,21,95,95,No,95,621,10,-111.97,33.4941,-121.9451,37.3298,CA,AZ,18-36
3128,Chicago,Tampa,Blue,28,Female,2,2004,21,-0.2727,Business travel,1,0,75,Eco,3/9/2014,OU,11,0,0,No,144,1012,9,-82.5132,28.0062,-87.8954,41.8271,IL,FL,18-36
3131,Grand Rapids,Chicago,Silver,29,Male,2,2011,25,-0.7857,Personal Travel,0,0,50,Eco,3/30/2014,EV,15,0,0,No,27,137,6,-87.8954,41.8271,-85.6686,42.9429,MI,IL,18-36
3132,Columbus,Chicago,Blue,30,Male,2,2011,2,0.8182,Business travel,2,0,45,Eco,2/12/2014,MQ,19,56,45,No,46,296,8,-87.8954,41.8271,-82.9685,40.0212,OH,IL,18-36
3133,Little Rock,Houston,Silver,34,Female,1,2011,0,1,Business travel,2,0,65,Eco,1/12/2014,EV,12,1,0,No,51,374,7,-95.3935,29.7843,-92.3212,34.7566,AR,TX,18-36
3135,Denver,Detroit,Blue,29,Male,1,2004,21,0.1429,Business travel,1,115,40,Business,1/26/2014,DL,8,0,22,No,173,1123,9,-83.2276,42.49,-104.9551,39.7108,CO,MI,18-36
3137,St. Louis,Omaha,Blue,20,Male,1,2005,26,-0.9259,Business travel,0,0,15,Eco,1/1/2014,WN,14,31,28,No,49,342,6,-96.0346,41.2349,-90.3409,38.6307,MO,NE,18-36
3142,Atlanta,Chicago,Platinum,34,Male,1,2005,9,0.0526,Business travel,1,0,100,Business,1/19/2014,FL,17,0,0,No,79,591,10,-87.8954,41.8271,-84.3319,33.8241,GA,IL,18-36
3144,San Jose,Los Angeles,Blue,34,Female,1,2005,32,0.0725,Personal Travel,3,10,70,Eco,1/2/2014,VX,12,32,24,No,49,308,5,-118.1043,33.9827,-121.9451,37.3298,CA,CA,18-36
3149,Philadelphia,Chicago,Blue,21,Female,2,2008,15,-0.4286,Business travel,0,30,20,Eco,1/15/2014,OU,13,0,12,No,99,678,6,-87.8954,41.8271,-75.2984,39.9733,PA,IL,18-36
3151,Kansas City,Indianapolis,Blue,21,Female,2,2003,4,-0.6,Personal Travel,1,0,90,Eco,3/7/2014,WN,14,60,50,No,73,451,5,-86.1455,39.8113,-94.5949,39.0398,MO,IN,18-36
3153,Atlanta,New York,Blue,29,Female,1,2004,14,0.4286,Personal Travel,1,40,30,Eco,3/20/2014,WN,6,0,17,No,126,762,2,-73.9702,40.7184,-84.3319,33.8241,GA,NY,18-36
3155,Cleveland,Los Angeles,Blue,20,Male,2,2008,43,-0.6863,Mileage tickets,2,0,19,Eco,1/22/2014,OU,11,46,16,No,227,2052,7,-118.1043,33.9827,-81.6054,41.4436,OH,CA,18-36
3156,Richmond,Atlanta,Silver,34,Male,1,2005,22,-0.4194,Business travel,1,0,85,Eco,2/9/2014,DL,14,0,0,No,64,481,10,-84.3319,33.8241,-77.488,37.4779,VA,GA,18-36
3158,Mobile,Atlanta,Blue,30,Male,2,2008,2,0.3333,Business travel,0,10,100,Business,2/3/2014,EV,14,0,0,No,59,302,8,-84.3319,33.8241,-88.1635,30.6674,AL,GA,18-36
3163,Houston,Los Angeles,Blue,33,Female,1,2005,20,-0.1111,Business travel,2,0,60,Eco,2/6/2014,MQ,14,69,47,No,149,1379,7,-118.1043,33.9827,-95.3935,29.7843,TX,CA,18-36
3166,Seattle,Sacramento,Blue,31,Female,1,2012,14,-0.2174,Business travel,3,0,60,Eco Plus,2/4/2014,AS,10,0,1,No,94,605,10,-121.3247,38.6386,-122.2747,47.4684,WA,CA,18-36
3168,Atlanta,Kansas City,Silver,30,Female,1,2011,25,-0.9231,Business travel,1,0,30,Eco,1/26/2014,FL,17,0,0,No,88,692,9,-94.5949,39.0398,-84.3319,33.8241,GA,MO,18-36
3170,Shreveport,Houston,Silver,35,Female,1,2007,26,-0.9259,Personal Travel,2,0,195,Eco,2/12/2014,EV,18,22,26,No,35,192,2,-95.3935,29.7843,-93.7562,32.4873,LA,TX,18-36
3172,Kansas City,Minneapolis,Blue,30,Female,2,2003,18,-0.5,Business travel,2,143,85,Business,2/20/2014,WN,6,1,0,No,71,393,10,-93.2798,44.9782,-94.5949,39.0398,MO,MN,18-36
3174,Minneapolis,Detroit,Blue,20,Male,1,2006,24,-0.4545,Business travel,0,30,20,Eco,1/28/2014,DL,17,NA,NA,Yes,0,528,6,-83.2276,42.49,-93.2798,44.9782,MN,MI,18-36
3178,Denver,Seattle,Silver,29,Female,1,2010,18,0.1818,Business travel,2,60,110,Eco Plus,3/15/2014,WN,6,5,0,No,125,1024,10,-122.2747,47.4684,-104.9551,39.7108,CO,WA,18-36
3182,St. George,Salt Lake City,Blue,18,Male,2,2011,13,-0.5294,Mileage tickets,0,0,10,Eco Plus,2/19/2014,OO,16,0,3,No,46,272,6,-111.9295,40.6408,-113.5674,37.1056,UT,UT,18-36
3185,New York,Los Angeles,Blue,20,Female,1,2011,23,-0.9167,Mileage tickets,0,20,45,Business,3/26/2014,B6,11,3,0,No,284,2475,9,-118.1043,33.9827,-73.9702,40.7184,NY,CA,18-36
3187,Los Angeles,Fresno,Blue,27,Female,2,2005,22,-0.1,Business travel,1,5,70,Eco,2/5/2014,OO,15,0,0,No,41,209,9,-119.7611,36.7878,-118.1043,33.9827,CA,CA,18-36
3188,New York,Richmond,Silver,31,Male,1,2003,15,0.2308,Business travel,2,60,120,Eco,1/24/2014,EV,17,0,0,No,56,292,8,-77.488,37.4779,-73.9702,40.7184,NY,VA,18-36
3192,New Orleans,Miami,Blue,35,Female,1,2006,31,-0.4091,Personal Travel,3,0,30,Eco,3/19/2014,AA,10,0,0,No,104,675,7,-80.2314,26.1756,-90.1437,29.9547,LA,FL,18-36
3195,Denver,Miami,Silver,33,Female,1,2011,16,0.1795,Business travel,1,30,135,Eco,2/14/2014,AA,17,0,25,No,270,1709,7,-80.2314,26.1756,-104.9551,39.7108,CO,FL,18-36
3197,Houston,Seattle,Gold,34,Male,1,2007,8,0.3846,Business travel,2,0,65,Business,3/25/2014,OU,14,18,10,No,224,1874,10,-122.2747,47.4684,-95.3935,29.7843,TX,WA,18-36
3200,Washington,Atlanta,Blue,34,Female,1,2006,20,0,Personal Travel,3,0,90,Eco,1/14/2014,EV,7,0,0,No,75,534,3,-84.3319,33.8241,-77.1897,38.8974,DC,GA,18-36
3201,Philadelphia,Miami,Platinum,32,Female,1,2007,31,-0.55,Business travel,0,0,130,Eco,3/22/2014,AA,8,0,0,No,136,1013,10,-80.2314,26.1756,-75.2984,39.9733,PA,FL,18-36
3204,Miami,Charlotte,Blue,20,Male,1,2006,15,-0.6667,Business travel,0,0,120,Eco,1/8/2014,US,13,13,24,No,108,650,10,-80.8158,35.2497,-80.2314,26.1756,FL,NC,18-36
3205,Houston,Jacksonville,Silver,29,Female,1,2010,3,0.8182,Personal Travel,1,75,65,Eco,3/6/2014,WN,17,79,62,No,129,816,7,-81.6427,30.2401,-95.3935,29.7843,TX,FL,18-36
3206,Atlanta,Houston,Silver,33,Female,1,2012,12,0.2258,Business travel,2,60,95,Eco,2/6/2014,EV,15,27,18,No,95,689,5,-95.3935,29.7843,-84.3319,33.8241,GA,TX,18-36
3207,Chicago,Fargo,Blue,34,Male,1,2003,13,-0.1304,Business travel,1,160,35,Eco,1/21/2014,MQ,11,0,8,No,78,557,8,-96.8207,46.8625,-87.8954,41.8271,IL,ND,18-36
3209,Miami,San Juan,Blue,33,Male,1,2010,0,1,Business travel,0,0,294,Eco,1/24/2014,AA,7,0,0,No,149,1045,8,-66.1162,18.2882,-80.2314,26.1756,FL,PR,18-36
3214,Hartford,Denver,Blue,33,Female,1,2006,0,1,Business travel,2,0,47,Eco,3/6/2014,WN,17,4,0,No,197,1671,7,-104.9551,39.7108,-72.6988,41.7401,CT,CO,18-36
3221,Phoenix,San Diego,Silver,29,Male,1,2010,17,-0.4167,Personal Travel,0,0,90,Eco,3/26/2014,US,6,1,0,No,46,304,10,-117.1288,32.9287,-111.97,33.4941,AZ,CA,18-36
3223,Seattle,San Francisco,Blue,26,Female,2,2007,13,-0.3,Personal Travel,0,0,90,Eco,2/23/2014,OU,11,0,9,No,100,679,5,-122.1585,37.6712,-122.2747,47.4684,WA,CA,18-36
3225,Reno,Phoenix,Blue,30,Male,1,2010,12,-0.3333,Business travel,3,0,60,Eco,1/9/2014,WN,9,1,1,No,97,601,9,-111.97,33.4941,-119.7959,39.5326,NV,AZ,18-36
3232,Tampa,Columbus,Blue,18,Female,2,2003,46,-0.7037,Personal Travel,0,0,90,Eco,3/17/2014,WN,14,12,27,No,131,829,5,-82.9685,40.0212,-82.5132,28.0062,FL,OH,18-36
3234,Charlotte,Phoenix,Blue,35,Male,1,2004,15,0.0323,Business travel,3,0,30,Eco,1/2/2014,US,5,7,0,No,194,1773,9,-111.97,33.4941,-80.8158,35.2497,NC,AZ,18-36
3235,Philadelphia,Las Vegas,Blue,32,Male,2,2008,26,-0.4857,Mileage tickets,2,0,50,Eco,1/6/2014,US,22,3,0,No,240,2176,9,-115.1672,36.1349,-75.2984,39.9733,PA,NV,18-36
3237,Salt Lake City,Idaho Falls,Silver,35,Male,0,2009,1,0.5,Business travel,0,40,40,Eco,3/14/2014,OO,7,0,0,No,36,188,9,-112.0008,43.4952,-111.9295,40.6408,UT,ID,18-36
3238,Austin,Los Angeles,Blue,33,Female,2,2003,10,-0.6667,Business travel,1,30,10,Eco Plus,2/21/2014,AA,14,0,0,No,145,1242,8,-118.1043,33.9827,-97.7615,30.3585,TX,CA,18-36
3240,St. Louis,Kansas City,Blue,35,Female,1,2008,15,-0.3636,Business travel,0,35,68,Eco,1/15/2014,WN,9,2,2,No,42,237,7,-94.5949,39.0398,-90.3409,38.6307,MO,MO,18-36
3243,Orlando,Atlanta,Silver,30,Male,2,2005,10,0.5349,Business travel,1,10,100,Eco,3/8/2014,DL,12,0,2,No,61,404,10,-84.3319,33.8241,-81.4112,28.5844,FL,GA,18-36
3246,Boston,New York,Blue,32,Female,1,2012,20,-0.6667,Business travel,0,0,75,Eco,1/15/2014,US,12,0,0,No,37,184,9,-73.9702,40.7184,-71.1407,42.3731,MA,NY,18-36
3247,New Orleans,Houston,Blue,33,Female,1,2003,39,-0.5294,Business travel,1,0,30,Eco,1/30/2014,OU,8,0,0,No,45,305,6,-95.3935,29.7843,-90.1437,29.9547,LA,TX,18-36
3253,Houston,Lafayette,Blue,28,Female,2,2010,8,0.6981,Business travel,1,0,80,Eco,3/13/2014,EV,11,20,9,No,40,201,7,-92.0133,30.1654,-95.3935,29.7843,TX,LA,18-36
3254,Los Angeles,Tucson,Silver,33,Female,1,2006,11,0.1852,Personal Travel,3,0,65,Eco Plus,1/20/2014,OO,7,0,0,No,76,451,9,-110.9461,32.2549,-118.1043,33.9827,CA,AZ,18-36
3258,Atlanta,Kansas City,Blue,33,Female,1,2003,0,1,Business travel,2,27,22,Eco,3/31/2014,DL,10,0,0,No,90,692,8,-94.5949,39.0398,-84.3319,33.8241,GA,MO,18-36
3259,St. Louis,Boston,Blue,26,Male,1,2003,13,-0.4444,Mileage tickets,0,90,60,Eco,3/24/2014,WN,18,0,0,No,159,1047,7,-71.1407,42.3731,-90.3409,38.6307,MO,MA,18-36
3260,Reno,Phoenix,Blue,35,Male,1,2003,4,0.3333,Business travel,1,0,30,Eco,3/2/2014,WN,12,0,1,No,91,601,8,-111.97,33.4941,-119.7959,39.5326,NV,AZ,18-36
3262,Denver,Las Vegas,Blue,28,Female,1,2010,11,0.3529,Personal Travel,1,0,180,Eco,1/16/2014,OU,17,0,0,No,87,628,6,-115.1672,36.1349,-104.9551,39.7108,CO,NV,18-36
3263,San Francisco,Portland,Silver,33,Female,1,2008,4,0.7419,Personal Travel,2,60,60,Eco,1/31/2014,OO,18,0,0,No,79,550,7,-122.6511,45.5204,-122.1585,37.6712,CA,OR,18-36
3264,St. Louis,Charlotte,Blue,34,Female,1,2003,14,0.2,Business travel,1,10,300,Eco,1/22/2014,US,14,0,0,No,103,575,8,-80.8158,35.2497,-90.3409,38.6307,MO,NC,18-36
3269,Los Angeles,Sacramento,Blue,32,Male,2,2007,8,-0.7778,Business travel,0,0,270,Eco,2/9/2014,OO,18,4,0,No,56,373,8,-121.3247,38.6386,-118.1043,33.9827,CA,CA,18-36
3282,Orlando,New York,Silver,27,Male,1,2010,12,-0.1429,Personal Travel,0,20,146,Eco,2/24/2014,DL,9,0,13,No,154,950,9,-73.9702,40.7184,-81.4112,28.5844,FL,NY,18-36
3285,Las Vegas,San Francisco,Blue,20,Female,2,2012,10,-0.3333,Personal Travel,1,0,119,Eco,1/19/2014,WN,11,0,0,No,67,414,8,-122.1585,37.6712,-115.1672,36.1349,NV,CA,18-36
3289,Sioux Falls,Denver,Blue,27,Male,0,2011,25,-0.087,Business travel,1,10,10,Eco Plus,3/20/2014,OO,14,16,4,No,63,483,8,-104.9551,39.7108,-96.7356,43.5335,SD,CO,18-36
3291,Denver,Chicago,Blue,22,Male,1,2006,18,0.122,Business travel,1,68,60,Eco,1/22/2014,OU,8,10,0,No,138,888,9,-87.8954,41.8271,-104.9551,39.7108,CO,IL,18-36
3292,Washington,Seattle,Blue,23,Female,2,2005,17,-0.1724,Business travel,1,0,65,Eco Plus,1/21/2014,AS,14,45,62,No,265,2329,7,-122.2747,47.4684,-77.1897,38.8974,DC,WA,18-36
3294,Los Angeles,Sacramento,Blue,25,Female,2,2012,18,-0.2414,Business travel,1,5,60,Eco,3/4/2014,OO,10,7,0,No,60,373,9,-121.3247,38.6386,-118.1043,33.9827,CA,CA,18-36
3299,Orlando,Washington,Blue,22,Male,2,2006,23,-0.5333,Business travel,0,75,30,Eco,3/12/2014,OU,17,15,63,No,117,758,6,-77.1897,38.8974,-81.4112,28.5844,FL,DC,18-36
3302,Kansas City,Minneapolis,Blue,30,Female,2,2003,18,-0.5,Business travel,2,143,85,Business,2/20/2014,WN,6,1,0,No,71,393,10,-93.2798,44.9782,-94.5949,39.0398,MO,MN,18-36
3306,Denver,Philadelphia,Silver,30,Female,1,2007,8,0.5556,Business travel,1,75,50,Eco,2/14/2014,WN,18,7,0,No,225,1558,9,-75.2984,39.9733,-104.9551,39.7108,CO,PA,18-36
3308,Denver,Bakersfield,Blue,26,Male,2,2004,2,0.6,Mileage tickets,1,0,68,Eco,2/22/2014,OO,5,0,13,No,107,845,9,-119.0306,35.3623,-104.9551,39.7108,CO,CA,18-36
3310,Pittsburgh,Atlanta,Blue,25,Male,0,2004,15,-0.3636,Business travel,0,0,75,Eco,2/11/2014,FL,16,16,2,No,68,526,9,-84.3319,33.8241,-79.951,40.457,PA,GA,18-36
3311,Houston,Indianapolis,Blue,18,Female,3,2008,9,-0.6364,Business travel,3,0,0,Eco,3/26/2014,WN,16,263,257,No,127,861,6,-86.1455,39.8113,-95.3935,29.7843,TX,IN,18-36
3312,San Francisco,New York,Blue,35,Male,1,2011,21,-0.5556,Business travel,1,0,75,Eco,3/4/2014,OU,8,0,0,No,356,2586,10,-73.9702,40.7184,-122.1585,37.6712,CA,NY,18-36
3325,Detroit,Washington,Silver,30,Female,1,2010,3,0.7778,Business travel,2,38,15,Eco,3/28/2014,DL,9,145,147,No,70,405,9,-77.1897,38.8974,-83.2276,42.49,MI,DC,18-36
3327,Dallas,San Antonio,Blue,32,Female,2,2012,15,-0.875,Business travel,1,50,40,Eco,1/22/2014,WN,19,31,29,No,42,248,7,-98.4754,29.5144,-96.972,32.8127,TX,TX,18-36
3328,Houston,Atlanta,Silver,33,Female,1,2012,0,1,Business travel,0,10,485,Eco,3/24/2014,DL,21,8,16,No,109,689,8,-84.3319,33.8241,-95.3935,29.7843,TX,GA,18-36
3330,Charlotte,Indianapolis,Blue,24,Female,2,2007,13,-0.2381,Business travel,0,0,60,Eco Plus,3/26/2014,US,6,0,0,No,68,427,7,-86.1455,39.8113,-80.8158,35.2497,NC,IN,18-36
3331,San Francisco,Chicago,Blue,32,Female,2,2009,25,-0.5625,Mileage tickets,3,40,25,Eco,3/12/2014,OU,12,182,139,No,230,1846,7,-87.8954,41.8271,-122.1585,37.6712,CA,IL,18-36
3332,Savannah,New York,Silver,25,Female,1,2009,20,-0.5385,Business travel,0,30,45,Eco,2/10/2014,EV,9,0,0,No,114,722,7,-73.9702,40.7184,-81.1517,32.0449,GA,NY,18-36
3334,Atlanta,Charlottesville,Blue,22,Male,1,2012,10,0.2,Business travel,1,30,60,Eco,2/17/2014,EV,7,0,0,No,76,457,6,-78.4838,38.0575,-84.3319,33.8241,GA,VA,18-36
